COMPANY_ID,COMPANY_NAME,PHONE_NUMBER,ADDRESS,ROAD_ADDRESS
COM_617,고핏 퍼스널트레이닝,,서울특별시 관악구 신림동 1421-4,서울특별시 관악구 신림로64길 43. 지상1층.지하1층 (신림동)
COM_618,고핏 피트니스,,서울특별시 관악구 신림동 1409-8 에드원,서울특별시 관악구 남부순환로191길 7. 지하1층 (신림동. 에드원)
COM_619,고핏짐,,서울특별시 도봉구 쌍문동 96-4 우림빌딩,서울특별시 도봉구 도봉로 461. 우림빌딩 2층 (쌍문동)
COM_620,골드스타짐,,서울특별시 송파구 석촌동 285-5 옥당빌딩,서울특별시 송파구 백제고분로40길 4. 옥당빌딩 지하1층 (석촌동)
COM_621,골드스포츠,,서울특별시 중구 을지로3가 315-4번지,
COM_622,골드에스 휘트니스. 필라테스 서초점,02-3587-8999,서울특별시 서초구 서초동 1583-10 서초아트자이,서울특별시 서초구 반포대로 58. 상가동 지하1~2층 (서초동. 서초아트자이)
COM_623,골드짐,,서울특별시 중구 장충동1가 31-5번지,
COM_624,골드짐24시(71),795-7739,서울특별시 강남구 역삼동 700-33번지 4층,서울특별시 강남구 테헤란로43길 17. 4층 (역삼동)
COM_625,골드헬스,802-5844,서울특별시 금천구 시흥동 903-12번지,서울특별시 금천구 시흥대로50길 12-6  (시흥동)
COM_626,골드헬스클럽,581-5888,서울특별시 서초구 서초동 1332-4번지 (지하1층),서울특별시 서초구 사임당로 143  (서초동.(지하1층))
COM_627,골든 크라운 크로스핏,02-2055-0077,서울특별시 서초구 서초동 1329-4,서울특별시 서초구 강남대로 349. 지하2층 (서초동. 우남빌딩)
COM_628,골든몽키짐(GYM),924-3553,서울특별시 동대문구 용두동 127-39 TOMATO빌딩,서울특별시 동대문구 무학로 100. 2층 (용두동)
COM_629,골든짐,,서울특별시 송파구 석촌동 273-5번지,서울특별시 송파구 가락로 94 (석촌동)
COM_630,골든짐,070-8973-9855,서울특별시 송파구 잠실동 181-7번지 지하2층,서울특별시 송파구 올림픽로 106 (잠실동. 상록빌딩)
COM_631,골든크라운 크로스핏 서대문역,02-318-0687,서울특별시 중구 정동 25-2번지,서울특별시 중구 정동길 8. 지하1층 (정동)
COM_632,골든핏 프라이빗 짐(275),02-2605-5779,서울특별시 강남구 신사동 628-23 6층,서울특별시 강남구 언주로 807 (신사동.6층)
COM_633,골프베이휘트니스,02-455-5006,서울특별시 광진구 자양동 779-8 구의현대홈시티 지하 101호,서울특별시 광진구 자양로 109 (자양동. 구의현대홈시티 지하 101호)
COM_634,골핏,,서울특별시 서초구 방배동 874-1 한국수입협회(KOIMA)빌딩,서울특별시 서초구 방배로 169. 한국수입협회(KOIMA)빌딩 지하1층 (방배동)
COM_635,곰짐(Gom Gym),02-6015-7730,서울특별시 관악구 신림동 1544번지,서울특별시 관악구 호암로22길 60. 지하1층 (신림동. 태양빌딩)
COM_636,공간 PT,,서울특별시 강서구 마곡동 793-9 플레이스에이치 203호,서울특별시 강서구 강서로 395. 플레이스에이치 203호 (마곡동)
COM_637,공감 휘트니스,2658-0606,서울특별시 강서구 내발산동 677-9번지 신양빌딩 지층,서울특별시 강서구 강서로 308. 신양빌딩 지층 (내발산동)
COM_638,공덕역점 스포애니 주)케이디스포츠,02-717-9618,서울특별시 마포구 공덕동 473 KPX빌딩,서울특별시 마포구 마포대로 137. KPX빌딩 지하1층 (공덕동)
COM_639,관리의 기술,,서울특별시 중구 흥인동 8,서울특별시 중구 마장로 58 (흥인동. 동대문솔하임)
COM_640,관리의 기술 PT 약수점,,서울특별시 중구 신당동 857 약수역 더시티,서울특별시 중구 동호로7길 14. 201호 (신당동. 약수역 더시티)
COM_641,광동헬스사우나,955-9441,서울특별시 도봉구 도봉동 618-37번지,서울특별시 도봉구 시루봉로27길 8  (도봉동)
COM_642,광명 휘트니스,,서울특별시 광진구 중곡동 579-1번지 동방프라자 지하1층 101호. 102호 ,서울특별시 광진구 면목로17길 40 (중곡동. 동방프라자 지하1층 101호. 102호)
COM_643,광영문화원,02-2693-3463,서울특별시 양천구 신월동 43-1번지,서울특별시 양천구 남부순환로30길 17  (신월동)
COM_644,광운헬스,456-5562,서울특별시 광진구 자양동 666-4번지,서울특별시 광진구 뚝섬로56길 59  (자양동)
COM_645,광진구민체육센터,02-2049-4800,서울특별시 광진구 광장동 318번지,서울특별시 광진구 구천면로 14 (광장동. 광진구민체육센터)
COM_646,광진문화예술회관,02-454-9232,서울특별시 광진구 자양동 227-344번지 지하1층,서울특별시 광진구 능동로 76 (자양동. 광진문화예술회관및구의회청사)
COM_647,광진휘트니스,499-2360,서울특별시 광진구 자양동 44-2번지 2층,서울특별시 광진구 뚝섬로 489. 2층 (자양동. 노룬산시장)
COM_648,광혜헬스스포츠센타(111),02-555-9690,서울특별시 강남구 대치동 995-25번지,서울특별시 강남구 영동대로86길 9  (대치동)
COM_649,교대PT,,서울특별시 서초구 서초동 1628-10 URBANTREE(어반트리),서울특별시 서초구 사임당로 80. URBANTREE(어반트리) 204호 (서초동)
COM_650,교대역점 스포애니 (주)케이디스포츠,,서울특별시 서초구 서초동 1671-2,서울특별시 서초구 서초중앙로22길 17. 지하1층 (서초동)
COM_651,교통문화교육원 헬스크럽,02-585-3311,서울특별시 관악구 남현동 1063-6 1층,서울특별시 관악구 남현1길 38-10. 1층 (남현동)
COM_652,구로디지털점 스포애니 주)케이디스포츠,02-858-9618,서울특별시 구로구 구로동 212-30번지,서울특별시 구로구 디지털로 273. B층 101호 (구로동. 에이스트윈타워2차)
COM_653,구산역점 스포애니 (주)케이디스포츠,3547999,서울특별시 은평구 구산동 1-1 5층,서울특별시 은평구 연서로 137 (구산동. 영진빌딩)
COM_654,구산헬쓰,387-6718,서울특별시 은평구 구산동 202-13번지,서울특별시 은평구 서오릉로 205 (구산동)
COM_655,구의역점 스포애니 주)케이디스포츠,,서울특별시 광진구 자양동 219-25 3.4.5층 ,서울특별시 광진구 아차산로 362. 3.4.5층 (자양동)
COM_656,국가대표 소유창 휘트니스,,,서울특별시 서초구 강남대로 617 (잠원동. 대양빌딩 4/5/6층)
COM_657,국제 헬스,02-814-4155,서울특별시 동작구 노량진동 270-3번지 2층,서울특별시 동작구 등용로4길 148 (노량진동)
COM_658,국제프레야스포츠,,서울특별시 중구 회현동1가 202-0번지 제일빌딩5층 622호,
COM_659,국제헬스클럽,984-2715,서울특별시 강북구 미아동 131-6번지,서울특별시 강북구 도봉로 144  (미아동)
COM_660,군자역점 스포애니 주)케이디스포츠,,서울특별시 광진구 중곡동 161-24 동아빌딩 5.6.7층 ,서울특별시 광진구 능동로 332. 동아빌딩 5.6.7층 (중곡동)
COM_661,군자휘트니스 크럽,498-0606,서울특별시 광진구 군자동 466-18번지 (3층),서울특별시 광진구 천호대로 510  (군자동.(3층))
COM_662,굿모닝 휘트니스,491-6264,서울특별시 중랑구 상봉동 136-9,서울특별시 중랑구 망우로 186. 2층 (상봉동)
COM_663,굿모닝 휘트니스,02-2649-4412,서울특별시 양천구 신정동 118-3번지,서울특별시 양천구 목동동로12길 42 (신정동)
COM_664,굿모닝휘트니스,02-3392-2266,서울특별시 노원구 중계동 69번지 수암빌딩 5층,서울특별시 노원구 중계로12가길 29 (중계동.수암빌딩 5층)
COM_665,굿바디퍼스널트레이닝,050-7140-3656,서울특별시 은평구 진관동 72 드림스퀘어,서울특별시 은평구 진관2로 29-21. 드림스퀘어 107동 302호 (진관동)
COM_666,굿타임 PT,02-2282-7961,서울특별시 성동구 마장동 773-3 제일은행,서울특별시 성동구 마장로 291. 제일은행 2층 (마장동)
COM_667,궁PT 마곡점,,서울특별시 강서구 마곡동 799-4 마곡지웰타워,서울특별시 강서구 공항대로 200. 마곡지웰타워 303~304호 (마곡동)
COM_668,그랜드센트럴 피트니스,02-6411-6154,서울특별시 중구 남대문로5가 253 그랜드센트럴,서울특별시 중구 세종대로 14. 그랜드센트럴 4층 (남대문로5가)
COM_669,그랜드아쿠아24&휘트니스,2065-0011,서울특별시 강서구 화곡동 1095 그랜드아이파크 B202호,서울특별시 강서구 화곡로 347. B202호 (화곡동. 그랜드아이파크)
COM_670,그레이스 프라이빗 짐(427),02-565-9659,서울특별시 강남구 역삼동 645-19번지 401호,서울특별시 강남구 테헤란로19길 12. 401호 (역삼동)
COM_671,그린짐,586-2458,서울특별시 서초구 방배동 537-3번지,서울특별시 서초구 효령로 36  (방배동)
COM_672,그린헬스,537-9780,서울특별시 서초구 방배동 825-1번지,서울특별시 서초구 동광로 18  (방배동)
COM_673,그린헬스,3281-1810,서울특별시 금천구 독산동 297-1,서울특별시 금천구 가산로 85 (독산동)
COM_674,그린헬스크럽,664-4172,서울특별시 강서구 방화동 580-61번지 63.158호 ,서울특별시 강서구 방화동로 120 (방화동.63.158호)
COM_675,그릿 PT&GYM,,서울특별시 구로구 구로동 650-4 SK허브수,서울특별시 구로구 구일로10길 27. SK허브수 B동 2층 209호 (구로동)
COM_676,근모닝PT,02-468-9696,서울특별시 광진구 군자동 355-10,서울특별시 광진구 광나루로 341. 3층 302호 (군자동)
COM_677,근본 PT 스튜디오,,서울특별시 송파구 송파동 12-3 지하1층,서울특별시 송파구 백제고분로41길 25. 지하1층 (송파동)
COM_678,근육발전소,,서울특별시 마포구 합정동 372-22 무림빌딩,서울특별시 마포구 성지길 9. 무림빌딩 2층 (합정동)
COM_679,근육터짐 지방빠짐,,서울특별시 관악구 남현동 1058-1 3층,서울특별시 관악구 남부순환로 2062. 3층 (남현동)
